1.038256645633992337e+00,1.526487026715664941e+00,2.776032884722471117e+00,1.217416749247117735e+00,6.249382533193691636e+00,6.139086436266875779e+00,1.181961464522189587e-01,-6.993647180601980651e+00,-1.304370875166260824e+00,-2.306319189527008540e+00,2.881193085774083062e+00,7.542421616367587234e-01,2.570859470318733742e+00,-7.253718886786676423e-01
1.132258105046434693e+01,4.044162593279201801e+00,4.869627234957212281e+00,2.162255960154160217e+00,-4.847902384073270454e+00,-3.679221706204591769e+00,-9.430396526545422597e-01,3.305276071845685060e+00,3.977629678712442107e-01,2.272836357391208928e+00,-8.964284614292983289e-02,-3.326437689905551220e+00,-6.322852449377795558e+00,-9.277703412719634501e-02
4.005448696557325938e+00,-3.057966008601878727e+00,-2.023000383357070664e+00,-3.914892028970719196e+00,5.849814444542863257e+00,-3.621130231017566814e+00,1.382844771834109920e+00,1.169492466263500896e+00,1.368654140935130492e+00,2.239451916329293635e+00,-1.924840633345556773e+00,2.297163958347448798e+00,5.558667430354845784e+00,5.066253218415985859e-01
3.340984126983840952e+00,1.872318740870061005e+00,-9.936726896062202385e-01,-2.710439183581772937e+00,1.007126264650538561e+00,-7.189723285822634535e-01,-4.604273726353210527e+00,1.156104317240345680e-01,-1.339117065777216675e+00,-2.179832979902646350e+00,3.667480761466203720e+00,8.204306994860367519e-01,1.982890752752586749e+00,3.700526952881439513e+00
5.519399512266677021e+00,1.459552627272611591e+00,8.182303405488093873e-01,1.612921941498168144e+00,3.575839575986019536e+00,-6.031460319762352640e+00,-6.212737217086290009e+00,2.338919896147093169e+00,4.173700501597449097e+00,2.415532726600244207e+00,8.716135416895565147e-01,-1.223129238977473943e+00,-2.393932107605373893e+00,1.878001992694569466e+00
-1.806341318892020764e+00,1.357203966542699092e-01,-1.011092329031667525e+01,6.462950448256386871e+00,-4.163402322538042100e+00,-4.050225708292087279e-01,1.206123471070909003e+00,-9.833894789306937056e+00,1.472970632229579246e+00,1.588427750056102261e-01,5.375435089581046100e+00,-8.869478993439483538e-01,-3.965037725590967010e+00,1.721691760661828052e+00
9.001171140397037362e+00,1.005871383381097672e+01,2.016812839371376676e+00,8.354697563427000429e-01,5.597735811952020413e-01,1.925817248191842523e+00,4.498010547929764957e-01,-5.975561120446450047e+00,1.572709018550284110e+00,4.355232821878463945e+00,-2.146399830059797953e+00,-6.091939757951582157e-01,3.515847029593120454e-01,3.573803523823026462e-01
-7.833031273067666334e+00,-2.173858967478036419e+00,-2.541591935301521499e+00,-4.562981657095920518e+00,1.592281288860406097e+00,2.835605359073278819e+00,1.117437624363307958e+00,-8.940467459737891920e-01,-8.384062333911104226e-01,-3.538138117507042768e+00,3.880180762323754529e+00,1.004284089749352349e+00,2.603947314300703031e+00,4.348804792556264509e+00
-4.867557788013375131e+00,8.282003985114723132e-01,4.448630629114629365e+00,-4.963567899462801414e+00,4.658753870921459317e+00,4.365791574386918228e+00,-2.009332932550584871e+00,5.258091949273696386e+00,3.320069895773052893e-01,9.073538838085548619e-01,3.222689553521401962e+00,1.111553004016456958e+00,3.448559535605425275e+00,2.593672771009922329e+00
1.900563832075305992e-01,2.597558978205603442e+00,-2.269898798258625838e+00,2.719015188051344012e+00,-2.135242866057903921e+00,-8.836235743573809254e-01,-4.181829588504400341e+00,2.070062825407198215e+00,-4.567935069084527733e-01,-3.680798806798759593e-01,-3.479600489749812287e-01,-6.284149810992790686e-01,-2.127268087385268736e+00,-1.112419118197793155e+00
7.450346065166064236e+00,2.994458813701656563e+00,3.937733185552418913e+00,2.350327564364875332e+00,-4.896869168129946104e+00,-2.886852390366498877e+00,-3.978246851989678312e+00,3.171947299949758325e-01,2.597308527367717890e+00,-1.428980195582517432e+00,-1.656252225932553834e+00,-1.174146737491029269e+00,-1.073826164878567191e+00,-1.820912118243851019e+00
