4.276934761091275572e-01,4.048646048879923631e-01,4.260085806129823571e-01,4.329463498427093548e-01,4.333637993234247254e-01
2.857984828777503372e-01,3.047197146255733458e-01,3.232700016970154744e-01,2.944399709435669421e-01,3.329060255114317246e-01
3.655362940019992735e-01,3.991251162145119102e-01,3.752994518165893578e-01,3.955589137477461548e-01,3.819814200848774544e-01
5.098917061078976909e-01,4.601186292174267445e-01,4.830814149950101721e-01,4.556363759115237277e-01,4.573979171172987690e-01
3.710124260488603665e-01,3.691914056334302252e-01,3.954556911896904836e-01,3.667499997066899220e-01,4.150491378482981664e-01
4.356959517279023197e-01,4.361275899453044280e-01,4.460041883378280114e-01,4.466060940465672591e-01,4.603184408377768433e-01
4.184691421887070661e-01,4.050816460152295018e-01,4.754237587064558124e-01,3.844579976551026901e-01,4.766980352602376847e-01
4.626178809085582655e-01,4.678775932631449863e-01,4.653497421019482383e-01,4.434807570482068306e-01,4.518612758378452443e-01
4.615090379787992192e-01,4.804729672922455896e-01,4.921834285062484105e-01,4.490209409694588816e-01,4.639530753852690870e-01
4.022626762473450190e-01,4.094244678321603548e-01,4.162492631355886319e-01,4.274469639176218805e-01,4.201142150912304807e-01
2.589154068035934286e-01,2.660006171330054348e-01,2.900861340018260903e-01,2.708190061141724225e-01,2.901292383973344546e-01
4.347926447421465723e-01,4.034131224624650791e-01,4.145210451348894098e-01,4.264236282012740520e-01,4.462721143558631143e-01
4.442793637426721287e-01,4.021891629664576806e-01,4.071109812371560555e-01,4.467566342112441746e-01,4.443498804592894702e-01
3.955881348117051277e-01,3.954572347480638794e-01,4.236254962309124461e-01,4.002272097427702624e-01,4.548919325771592637e-01
2.388576000360303486e-01,2.808397319649609258e-01,2.978312060604925704e-01,3.150839148500628184e-01,2.824481640414749362e-01
3.329439069666125794e-01,3.765302750517926511e-01,3.453482315647262157e-01,3.952095966634483482e-01,3.628440075422601496e-01
5.329839135395827432e-01,5.129545104378647746e-01,5.182151181670895390e-01,4.849658475308412653e-01,5.062908973580977356e-01
4.138689973520436882e-01,4.410241426543632381e-01,4.143904830771294456e-01,4.067523331133099385e-01,4.466609126163544330e-01
3.722056696254360530e-01,3.904211431446005243e-01,3.653753909671554889e-01,3.734345958914361829e-01,3.950417087398731542e-01
4.590101480241871035e-01,4.544645012967976072e-01,4.272905014854546657e-01,4.537878386389449514e-01,4.741312545668766032e-01
3.100056836570626029e-01,3.055188563330652474e-01,2.918493786845477445e-01,3.316076127787608852e-01,3.155235230581170947e-01
4.195929866037302336e-01,4.664549050799461360e-01,4.761183785332017693e-01,4.405895372720399217e-01,4.575219652974114593e-01
3.687938083194204353e-01,3.716530727444875559e-01,4.195401386188537529e-01,3.928394091875861971e-01,3.920074687067145458e-01
3.703201768644799330e-01,3.500002202744112445e-01,3.814232916686405295e-01,3.515026003257312182e-01,3.865093025282546613e-01
4.053130828087583848e-01,3.781057128697910552e-01,4.444422150350071932e-01,4.392394440894718532e-01,4.243804868594384661e-01
4.331345302680055243e-01,4.510379633341836669e-01,4.281401643139809421e-01,4.602973980163143075e-01,4.391405505223631711e-01
4.121109554580695833e-01,3.928021858559397339e-01,3.988216628992464763e-01,3.836520124227251194e-01,3.736077191704997302e-01
3.552658749570498098e-01,3.766773283552806717e-01,3.933120838263724495e-01,3.395820362158498695e-01,3.872197782126648447e-01
3.922339449790850363e-01,3.754940409497298237e-01,4.113140337551818293e-01,3.912732420629761454e-01,4.078381883866700197e-01
4.271277148948549596e-01,4.574385946672352432e-01,4.524349659463429152e-01,4.420824128526471553e-01,4.444278724290026683e-01
3.496574973344486192e-01,3.705639891158561960e-01,3.453692099941645943e-01,3.633490536012559113e-01,3.368410780013217920e-01
4.028325501799431274e-01,4.745481738535087812e-01,4.406231964847796001e-01,4.487047452902784284e-01,4.427031333224016318e-01
4.658187081173000843e-01,4.236703094835856387e-01,4.266733044737819336e-01,4.373502851086539245e-01,4.681212131259986364e-01
4.726674305053055192e-01,4.565723920846778694e-01,4.857151272415662357e-01,4.865985318005640603e-01,4.953628998751753443e-01
4.255217540951888866e-01,4.405585935522954855e-01,4.410487484131307978e-01,4.250449398147574942e-01,4.370640661170412389e-01
5.455751270273088149e-01,5.546786281732553059e-01,4.761046833674046908e-01,5.388107399035555467e-01,5.343451583081252343e-01
4.758948035922139774e-01,5.138534519514865728e-01,4.660336179004078150e-01,4.925464275823405180e-01,4.709727667593435196e-01
4.647377287807220592e-01,4.620324127798520197e-01,4.334482705477356035e-01,4.599678383952923721e-01,4.276300365706861561e-01
4.507390202554707459e-01,4.355370174994566690e-01,4.017065181810868801e-01,3.934418766434840675e-01,4.243165359489539656e-01
5.558035087704481514e-01,5.774041722727655257e-01,5.612209712263139805e-01,5.683569086084280242e-01,5.613160761839297574e-01
4.113973175735015642e-01,4.488386414533027113e-01,4.334030395337269415e-01,4.484555112725313597e-01,4.551990470333484584e-01
4.823583511073958885e-01,4.632772870163487933e-01,4.660794985048682948e-01,4.338248838598602330e-01,4.890958770633503927e-01
5.041070545099149980e-01,4.521155000521396294e-01,4.878816174153735030e-01,4.882411170976125869e-01,4.839592482947612240e-01
4.889138526806552365e-01,4.798792501068413485e-01,4.902386358333691851e-01,4.297570471301793149e-01,4.457372253281492447e-01
1.988924023545952102e-01,1.995599268308231033e-01,1.920016762450611758e-01,1.880529484835918030e-01,2.136286136118320245e-01
4.997278585269883111e-01,5.394956066816173346e-01,5.350506414113159748e-01,5.446599257160255059e-01,5.405608679913125325e-01
4.551564621474747940e-01,4.289644513319755270e-01,4.327441710716901091e-01,4.446022222442795879e-01,4.154857409017003733e-01
4.163428864406472640e-01,4.259194386223035256e-01,4.155971476375938112e-01,4.104386441501874372e-01,4.297053605429294043e-01
3.430939085282326828e-01,3.573204536720794855e-01,3.256256820680346609e-01,3.579488512293110825e-01,3.683479818928992455e-01
5.912549377067102263e-01,5.872234605492734349e-01,6.079373728465949922e-01,5.926272117341908618e-01,5.537030587020019823e-01
2.536571888005501041e-01,2.280612091108747685e-01,2.065598046344080119e-01,2.074884502708926604e-01,2.202528660201509558e-01
5.787874117357107995e-01,5.716242892065719339e-01,5.216226160055523753e-01,5.404626170976611910e-01,5.551544936624885906e-01
4.362360064946935179e-01,4.236470373707046377e-01,4.253704079284801876e-01,4.165291399762539593e-01,4.830551671121623980e-01
3.928228234295130794e-01,4.013522781556476682e-01,4.121371508740433454e-01,3.900988318957054335e-01,3.853585328895015594e-01
4.038161475595715144e-01,4.037438723309363375e-01,3.960583161419320430e-01,4.031830064355330645e-01,3.863263313580085345e-01
4.526821521596576803e-01,4.522725422250080674e-01,4.780820979876679866e-01,4.445729630105868524e-01,4.690008401403275573e-01
4.491388860466107302e-01,5.135254624413362334e-01,4.974601057836352536e-01,4.561805399642050451e-01,4.876381931309304307e-01
3.396964489116192643e-01,4.038784404904187664e-01,3.603923119535112907e-01,3.521764186967748511e-01,3.648419871171738049e-01
4.555415781020231702e-01,4.839516492931483227e-01,4.974080814468270773e-01,4.825499334359204529e-01,5.324907024032252689e-01
4.580549284328482851e-01,4.644736951848101314e-01,4.720502777964110663e-01,4.310068582341536336e-01,4.413700586913053558e-01
3.487970014001151586e-01,3.727639603989841288e-01,3.154927325106187119e-01,3.234585702883018832e-01,3.301261033815525159e-01
3.808385046167612198e-01,3.405331636791544825e-01,3.552971812788132677e-01,3.724555349973349694e-01,3.353101497383116913e-01
4.752422296352477038e-01,4.934659347287191355e-01,4.914134211930479279e-01,4.791394855262726127e-01,4.952448295248894072e-01
2.735845764508408329e-01,3.330173953638588258e-01,2.878493530771549791e-01,3.189018073594169222e-01,3.088765859659370894e-01
4.062524258126206100e-01,4.405890966986508173e-01,4.242693948012141170e-01,4.090773335118131349e-01,4.403512228783010296e-01
3.911734229519029382e-01,4.525062036322035075e-01,4.149522009024151914e-01,3.949153995570163778e-01,4.371031329574757707e-01
4.374389115074339696e-01,3.974834841823447484e-01,4.118081173514998028e-01,3.954991012115994242e-01,4.293747748893230187e-01
3.662600327812288725e-01,3.875618844022769571e-01,3.567764128720618544e-01,3.741726831543488174e-01,3.956264061880148675e-01
5.044153755021858476e-01,4.732054788762116715e-01,5.092522529835514788e-01,4.922798163077361511e-01,4.573892808956399603e-01
5.770779039625818507e-01,5.608804301305345685e-01,5.682651824295760212e-01,5.502412890742806040e-01,5.264242200058190102e-01
4.509157134656394117e-01,4.851998029593567185e-01,5.096890274331264958e-01,4.866620922218585776e-01,5.066721537457509195e-01
4.268603880744831214e-01,4.136692127666972141e-01,4.497404548417629488e-01,4.279294461005130890e-01,4.440554072215333603e-01
4.110443241324283070e-01,4.018584620587846157e-01,3.408016050637090455e-01,3.513286033890350990e-01,3.900652500224620067e-01
4.224777852940516110e-01,4.357811213357951075e-01,4.233221324978769795e-01,3.959980344576483069e-01,3.854352941683625855e-01
3.635964197458531610e-01,3.731148838283448455e-01,3.801002695595807612e-01,3.579353909452285820e-01,3.659777651386753594e-01
3.481338260278547536e-01,3.348010134188637021e-01,3.491750221917716557e-01,3.397206174649286536e-01,3.285038080332545740e-01
5.287344791664120303e-01,4.955039766835667159e-01,4.916953242529614188e-01,5.415795207575231363e-01,5.338263775610893047e-01
3.442352106784497545e-01,3.523646674878400109e-01,3.213418033462313583e-01,3.336011554447977923e-01,2.977854230704015115e-01
4.565889082798433307e-01,4.654774261281393044e-01,4.591539756213360857e-01,4.610148184598167886e-01,4.276168366203215165e-01
5.032085306548146342e-01,4.857740685889037624e-01,5.012658688732255508e-01,4.944375687309437439e-01,4.733119051134939692e-01
4.003724506247729464e-01,4.122653289763544282e-01,3.877649993696634656e-01,3.720764595436641953e-01,3.822254493507473150e-01
3.187720819624292878e-01,3.150994742266001181e-01,3.418575267758426905e-01,3.058781893339778679e-01,3.242900233374227947e-01
3.976295958345690273e-01,3.971471865175240645e-01,3.763019516615523918e-01,3.641673972853782248e-01,4.133321513088528132e-01
3.744523317654027128e-01,3.781089121424264232e-01,3.754872474743153332e-01,3.861994659902357463e-01,3.780505486875466170e-01
3.617453604325003846e-01,3.672326163116222952e-01,3.891782313227094003e-01,3.409391372440399581e-01,3.998740135280541286e-01
4.508652859160919846e-01,5.062839110360735084e-01,4.747690492963874687e-01,4.886526940331748503e-01,4.365755495115261620e-01
5.152238594686271433e-01,5.401111412885036822e-01,5.175890784609157302e-01,4.627571468538188015e-01,5.122352406990510199e-01
4.768764111126341798e-01,4.821874162702793343e-01,4.484165980722109590e-01,4.781757900708648590e-01,4.585338746254231657e-01
5.274837476202556275e-01,4.917694125608573219e-01,4.559270202481680578e-01,4.838418153257905696e-01,4.843898957053727194e-01
1.260530250154070220e-01,1.223490838401871672e-01,1.486081650125846976e-01,1.447713977373265848e-01,1.364122087775893333e-01
5.854440253769793712e-01,5.755038108861803003e-01,5.693755573601194664e-01,5.872073434576504658e-01,6.042984616915286766e-01
3.596292690784400059e-01,3.771645315330617865e-01,3.955222682623162345e-01,3.732172394425372630e-01,4.120928689003793277e-01
5.040530394465037034e-01,4.638308441278335414e-01,4.409716686158441368e-01,4.371689597414626927e-01,4.687553961449312800e-01
2.576515543523394958e-01,2.828734419518877941e-01,2.760202976953692322e-01,2.870640723879644973e-01,2.619623454557998277e-01
4.780503883539967136e-01,4.857311956781523166e-01,4.771101514435620583e-01,4.163801802672444929e-01,4.915495065941046238e-01
5.886075287100941411e-01,5.683049791689380736e-01,5.625796697150897696e-01,5.730592075853873091e-01,5.872271920929381661e-01
4.486612837644052276e-01,4.474194888002133164e-01,4.584252581276811456e-01,4.368456602253244503e-01,4.337388302402253593e-01
4.672552753384628388e-01,4.688914525876310968e-01,4.785409505204342717e-01,4.802429427849686516e-01,4.592667522945563796e-01
2.786739313926584471e-01,2.398708115218720072e-01,2.619568305709927825e-01,2.582427069339531811e-01,2.197109241512940625e-01
4.051770798834703480e-01,4.031533756277533853e-01,4.556809688370582756e-01,4.536072376160278918e-01,4.343517827242427409e-01
4.028456620067659699e-01,4.025924799467368587e-01,3.895897270400984214e-01,4.368789085765802382e-01,3.491552138478604128e-01
2.208214048890946302e-01,2.113604014692508637e-01,2.281746556299934503e-01,2.147771867801302470e-01,2.354046742561976546e-01
4.873386253711830540e-01,4.833374644717357005e-01,4.817398393573371074e-01,5.063410491829587468e-01,5.060890757891605141e-01
4.048655674513618186e-01,4.303390810347238471e-01,4.226361553958118966e-01,4.474092896760341609e-01,4.036118242402340628e-01
3.390868682453291871e-01,3.462653058174633980e-01,3.461815362870744872e-01,3.256264850220497720e-01,3.320379003415126484e-01
2.124812262715842504e-01,1.716952741522234094e-01,1.960574573892641947e-01,1.921503623935394423e-01,2.053479538604238708e-01
3.753838534978154451e-01,3.317980722979575470e-01,3.489834861429962354e-01,3.601972663439010347e-01,3.710303265613640877e-01
5.841949676507987022e-01,5.997159110212494371e-01,5.747257241217925694e-01,6.049314920171448007e-01,6.122449541631144188e-01
5.775888945149099118e-01,5.739090066498706566e-01,5.786671839565358244e-01,5.196421443131418183e-01,5.760513913994191881e-01
5.213581926781339915e-01,5.330524933516138653e-01,5.678060312892392325e-01,5.302362894566764462e-01,5.310695209147957563e-01
3.843336907164349725e-01,3.860509092754916827e-01,3.524056736687330438e-01,3.630930812540947850e-01,3.921262199024774242e-01
4.682139224353096818e-01,4.307562041751920034e-01,4.461065428804272259e-01,4.300909622999060655e-01,4.200557626341344664e-01
2.450109840792367710e-01,2.428834273720280046e-01,2.420785142483374008e-01,2.316481427057088260e-01,2.428994703808877997e-01
4.232537357815794876e-01,4.137092382003270674e-01,4.248104767284361927e-01,4.099839169118732474e-01,4.304153414817659673e-01
4.458632609159208782e-01,4.544455856884551670e-01,4.738253288106072936e-01,4.124902075309621607e-01,4.364850775832240237e-01
5.152307731465155527e-01,4.397948771401855583e-01,5.320140352443689657e-01,5.422496552725604158e-01,5.124970570557501048e-01
4.351471294739992501e-01,4.706574220138314835e-01,4.949505492906680071e-01,4.045502699590695639e-01,4.743063229843486051e-01
3.680970275486163401e-01,3.489655815319677168e-01,3.436164112628008471e-01,3.784864010309311189e-01,3.505945803008123085e-01
1.782988588010821496e-01,1.753849135311842666e-01,2.082121317277055017e-01,1.967030374090854572e-01,2.269468624140441315e-01
4.887662061663123336e-01,4.882642964018730214e-01,5.177407614898800192e-01,4.907804907939073424e-01,5.127391174574562616e-01
4.807692909070694354e-01,5.135888023343799791e-01,4.828458216656069113e-01,4.620554520608518012e-01,4.808044175941478260e-01
4.451403889161813510e-01,4.435745135427561769e-01,4.109665125937370100e-01,4.288202645267904511e-01,4.246394905175109868e-01
5.097768059733117640e-01,5.556112009047640132e-01,5.184410431089253590e-01,5.274006611239714370e-01,5.405622963100374934e-01
2.086291643553093156e-01,2.207947262099089480e-01,2.445018465629766879e-01,2.605053589479134901e-01,2.479431471915125029e-01
4.934003814716604319e-01,5.267174094170140597e-01,4.795758838682315783e-01,5.082476817169422345e-01,5.310875638549953370e-01
5.460033458220329150e-01,5.587052470156289585e-01,5.601119372317986400e-01,5.368248082674695887e-01,5.832105056445890945e-01
5.157930896563310830e-01,4.887063652112397794e-01,5.065947775024562949e-01,4.973612564220535881e-01,5.214967720329737322e-01
4.543787904735332450e-01,4.613465222983695324e-01,4.543533189057287203e-01,4.401315800481332419e-01,4.661017125207150280e-01
3.723737766912856295e-01,3.812614670534928418e-01,3.630954184723363953e-01,4.023222266931356650e-01,3.871384621036140228e-01
4.390031628363744720e-01,4.676537001323671783e-01,4.317953170935791007e-01,4.494907533105458874e-01,4.822932866138424646e-01
5.543355771533611254e-01,4.911936980447074164e-01,5.124176665953373844e-01,5.256257420194797580e-01,5.162663632729261876e-01
