1.084531106478598267e-01,9.645675685987288583e-02,1.538448282317332882e-01,1.480595179406829776e-01,8.082694623016101199e-02,1.051149772577953806e-01,1.716206295434138940e-01,1.268052087083903767e-01,1.591197103459812967e-01,1.341571349949553238e-01,1.709333125008544729e-01,1.927829243066523091e-01,6.361633484952278206e-02,1.531164427188518584e-01,1.515493999759120469e-01,6.899120114329455877e-02,2.094639522975680068e-01,1.352874098467087838e-01,1.283466696275944730e-01,1.111476948900368966e-01
7.538259104417552314e-02,7.285748487607941748e-02,7.738324112617611661e-02,7.210994936104143938e-02,6.217029111673549185e-02,5.241058490231110395e-02,6.755461238764659537e-02,5.290128858122430250e-02,3.191486924305225736e-02,6.206766106956695256e-02,1.677775562666967979e-01,6.081761285462528727e-02,7.530425904866293318e-02,4.992708897134168905e-02,7.413543288292899491e-02,5.203441444413310635e-02,8.093566571724057634e-02,7.060288552797329420e-02,3.720985623139434761e-02,9.332588127098152830e-02
1.564236336117247050e-01,1.028975328041572407e-01,1.555714522309361858e-01,1.730061428185326045e-01,2.119824702876563216e-01,1.233227456799291105e-01,2.263775871414951679e-01,1.508025365931455197e-01,1.650221510624407806e-01,1.026091351891322140e-01,1.577458946373929416e-01,2.191001272000688560e-01,1.260975516559326715e-01,1.815922095128772729e-01,1.115928865986786644e-01,1.497814613253334592e-01,1.217011197333652539e-01,1.248423859897792310e-01,1.361911616813095971e-01,2.172658433133731470e-01
3.951503793788022079e-01,4.402158223082251465e-01,4.223643091007715511e-01,4.821432717414838032e-01,5.451303638453810496e-01,4.431337235851347534e-01,3.656265029297046665e-01,4.059103096263026456e-01,3.972189078758270875e-01,3.862992025033137322e-01,3.541391565835009247e-01,3.868905300540916303e-01,4.209037003126873677e-01,3.959325755043449635e-01,3.338430816544544211e-01,5.200798790370391167e-01,4.823799607711106163e-01,3.214934443661663366e-01,3.794415727181355558e-01,4.287855218442669369e-01
1.528013450477347657e-01,1.234231871973889283e-01,1.314942826777039386e-01,1.524966529202255727e-01,2.388925310482142572e-01,1.866242802697573588e-01,1.461948807901511938e-01,1.094324112827534390e-01,1.680702628441999580e-01,1.233321206628346933e-01,1.862366074025198492e-01,1.559859708179022197e-01,1.028486176252846190e-01,2.169302617842010505e-01,1.219005533741785857e-01,1.814828601785165585e-01,1.497853638176683266e-01,1.671340751695718496e-01,1.737770975000026696e-01,1.580293700435194681e-01
2.163543715447600324e-01,1.406839964011724620e-01,1.065837416675667476e-01,1.829150338666541420e-01,1.133779371169884587e-01,1.274154362728039946e-01,2.489210019578924904e-01,2.020842166039169274e-01,2.081786438218490021e-01,1.763628381798508782e-01,1.506992565638110571e-01,1.425484893431461231e-01,1.730813757830200195e-01,1.396944959438388700e-01,1.310991694689001841e-01,1.166232785008747691e-01,1.287759715197411559e-01,7.777836097914060665e-02,1.500199531924477359e-01,1.297493999455924252e-01
2.297220298244485870e-01,1.568379811121653755e-01,1.375253269769231290e-01,1.705915588411662798e-01,1.644750588928642898e-01,1.840217641765550805e-01,1.225346403908624121e-01,1.769198352308370692e-01,2.558893716940599528e-01,7.723175166370861711e-02,1.334511318075380371e-01,2.345343019799988604e-01,1.568641694234871597e-01,1.630151194107381796e-01,1.490341346745563678e-01,2.264218527133546321e-01,1.906019974436710673e-01,2.248977120048695211e-01,1.288466823704140229e-01,1.403436619886565817e-01
1.557115282935497003e-01,1.513137357651518355e-01,1.407795460809286858e-01,1.562866065893758483e-01,1.328697856053380200e-01,1.748181468827919027e-01,9.912134585776800899e-02,1.570157435322154516e-01,1.178157787246082583e-01,9.626288424977996749e-02,1.356292683442550107e-01,8.702175652180337007e-02,7.972436786738887338e-02,6.507671291172181793e-02,6.874017194139504794e-02,7.884116778483953036e-02,8.401690560956473486e-02,9.413559192489359684e-02,1.092672932045301998e-01,1.147482397867011228e-01
8.871245667986042693e-02,2.160972895385002979e-01,2.103703254229417063e-01,1.603645493822090928e-01,3.443125935676263349e-01,1.761528849670082053e-01,2.961527801766283829e-01,1.528279362737068325e-01,2.194446318838251253e-01,2.578855621255402020e-01,1.722935455300385610e-01,2.171463289642433236e-01,1.958856870509952386e-01,2.617077240766574331e-01,1.950328516295685988e-01,1.475741774546587004e-01,1.784671683270104281e-01,1.877853438012740406e-01,1.829986918218257375e-01,2.137584659886872795e-01
6.410538937148438365e-02,1.343776009852458986e-01,1.001989890454017679e-01,1.299357431718881351e-01,1.474300847734261732e-01,1.628120122411005344e-01,1.334333736599908615e-01,1.344813765176042508e-01,1.936016599041671116e-01,1.706144250307611854e-01,1.440772942085608022e-01,1.350857492255624070e-01,2.395097627872423141e-01,1.511159518631174092e-01,1.176642668693457516e-01,1.122792287055906640e-01,1.537679604298340108e-01,1.342084567313574506e-01,1.672647472144585812e-01,1.600938241537269713e-01
